GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS441776266	2016-11-16 07:26:02	33778	species	Blue-whiskered Tanager	Tangara johannae			1					Colombia	CO	Antioquia	CO-ANT							Reserva La Bonga	L2830159	H	7.1852280	-76.3759200	2016-10-22	15:30:00	obsr162659	S32465816	Traveling	P22	EBIRD	115	0.600		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS617189938	2018-05-13 16:35:23	33778	species	Blue-whiskered Tanager	Tangara johannae			1					Colombia	CO	Antioquia	CO-ANT							Caño Bijara	L7402310	P	7.2346111	-76.4414722	2017-01-16	06:30:00	obsr513909	S45637066	Traveling	P22	EBIRD	450	5.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS840105190	2021-02-13 10:03:44.792515	33778	species	Blue-whiskered Tanager	Tangara johannae			X					Colombia	CO	Antioquia	CO-ANT							Reserva La Bonga	L2830159	H	7.1852280	-76.3759200	2017-02-04	06:00:00	obsr1053219	S62462963	Traveling	P22	EBIRD	660	8.000		4	1	G4766532	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS961943941	2020-07-29 15:44:48	33778	species	Blue-whiskered Tanager	Tangara johannae			X					Colombia	CO	Antioquia	CO-ANT							Reserva La Bonga	L2830159	H	7.1852280	-76.3759200	2017-02-04	06:00:00	obsr670444	S71933177	Traveling	P22	EBIRD	660	8.000		4	1	G4766532	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS664107536	2020-04-22 11:40:55	33778	species	Blue-whiskered Tanager	Tangara johannae			X					Colombia	CO	Antioquia	CO-ANT							Reserva La Bonga	L2830159	H	7.1852280	-76.3759200	2017-02-04	06:00:00	obsr884515	S49004042	Traveling	P22	EBIRD	660	8.000		4	1	G4766532	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS467265285	2018-08-16 11:19:48	33778	species	Blue-whiskered Tanager	Tangara johannae			3					Colombia	CO	Antioquia	CO-ANT							CO-Antioquia-Dabeiba - 7,185x-76,377 - feb 14, 2017 1:07 p.m.	L5470355	P	7.1852200	-76.3767733	2017-02-14	13:07:00	obsr538838	S34504661	Traveling	P22	EBIRD	650	10.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS578006522	2019-04-12 12:51:21	33778	species	Blue-whiskered Tanager	Tangara johannae			3					Colombia	CO	Antioquia	CO-ANT							Reserva La Bonga	L2830159	H	7.1852280	-76.3759200	2017-05-26	06:27:00	obsr396391	S42828847	Traveling	P22	EBIRD	360	5.600		2	1	G2461035	0	1	0		Desde la carretera hasta casa de la finca La Bonga. Entre 260 - 580 msnm. Potreros, rastrojos y bosque.		
URN:CornellLabOfOrnithology:EBIRD:OBS512657435	2017-06-21 10:16:59	33778	species	Blue-whiskered Tanager	Tangara johannae			2					Colombia	CO	Antioquia	CO-ANT							Reserva la bonga Antioquia-Mutatá 	L5837159	P	7.2004766	-76.3214086	2017-05-26	08:40:00	obsr396391	S37705147	Traveling	P22	EBIRD	120	1.500		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS502023446	2018-02-13 16:25:08	33778	species	Blue-whiskered Tanager	Tangara johannae			1					Colombia	CO	Antioquia	CO-ANT							Reserva la bonga Antioquia-Mutatá 	L5837159	P	7.2004766	-76.3214086	2017-05-13	13:37:00	obsr924617	S36989780	Traveling	P22	EBIRD	270	4.000		1	1	G2430665	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS499689658	2018-08-16 11:19:54	33778	species	Blue-whiskered Tanager	Tangara johannae			2					Colombia	CO	Antioquia	CO-ANT							#Globalbigday Vereda Bedó Camino reserva la bonga	L5836981	P	7.2000851	-76.3866349	2017-05-13	10:21:00	obsr396391	S36855110	Traveling	P22	EBIRD	180	3.000		1	1	G2430664	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS499707804	2018-01-10 08:12:50	33778	species	Blue-whiskered Tanager	Tangara johannae			1					Colombia	CO	Antioquia	CO-ANT							Reserva la bonga Antioquia-Mutatá 	L5837159	P	7.2004766	-76.3214086	2017-05-13	13:37:00	obsr396391	S36856126	Traveling	P22	EBIRD	270	4.000		1	1	G2430665	0	1	0		Gradiente altitudinal de 400 a 800msnm con bordes de bosque y bosque primario en estribaciones de la serrania de abibe 		
URN:CornellLabOfOrnithology:EBIRD:OBS506705557	2017-06-02 10:36:10	33778	species	Blue-whiskered Tanager	Tangara johannae			2					Colombia	CO	Antioquia	CO-ANT							Reserva la bonga-camino tasidó	L5912531	P	7.1907031	-76.4228621	2017-05-22	10:54:00	obsr396391	S37288302	Traveling	P22	EBIRD	120	2.000		1	1		0	1	0		Vitelinu		
URN:CornellLabOfOrnithology:EBIRD:OBS506527436	2019-04-12 12:51:21	33778	species	Blue-whiskered Tanager	Tangara johannae			3					Colombia	CO	Antioquia	CO-ANT							Reserva La Bonga	L2830159	H	7.1852280	-76.3759200	2017-05-26	06:27:00	obsr724180	S37275878	Traveling	P22	EBIRD	360	5.600		2	1	G2461035	0	1	0		Desde la carretera hasta casa de la finca La Bonga. Entre 260 - 580 msnm. Potreros, rastrojos y bosque.		
URN:CornellLabOfOrnithology:EBIRD:OBS502023396	2018-08-16 11:19:55	33778	species	Blue-whiskered Tanager	Tangara johannae			2					Colombia	CO	Antioquia	CO-ANT							#Globalbigday Vereda Bedó Camino reserva la bonga	L5836981	P	7.2000851	-76.3866349	2017-05-13	10:21:00	obsr924617	S36989778	Traveling	P22	EBIRD	180	3.000		1	1	G2430664	0	1	0				
